"kommune_nr","spraaknivaa","provetype","enhet","aar","tabellvariabel","tabell_navn"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"","a1","lytting","personer","2015","","norsk_prover"
"0101","a1","lese","personer","2015","3","norsk_prover"
"0104","a1","lese","personer","2015","4","norsk_prover"
"0105","a1","lese","personer","2015","7","norsk_prover"
"0106","a1","lese","personer","2015","9","norsk_prover"
"0124","a1","lese","personer","2015","6","norsk_prover"
"0231","a1","lese","personer","2015","13","norsk_prover"
"0214","a1","lese","personer","2015","3","norsk_prover"
"0216","a1","lese","personer","2015","2","norsk_prover"
"0217","a1","lese","personer","2015","9","norsk_prover"
"0219","a1","lese","personer","2015","19","norsk_prover"
"0220","a1","lese","personer","2015","11","norsk_prover"
"0221","a1","lese","personer","2015","0","norsk_prover"
"0226","a1","lese","personer","2015","5","norsk_prover"
"0228","a1","lese","personer","2015",":","norsk_prover"
"0230","a1","lese","personer","2015","22","norsk_prover"
"0231","a1","lese","personer","2015","19","norsk_prover"
"0233","a1","lese","personer","2015","2","norsk_prover"
"0235","a1","lese","personer","2015","7","norsk_prover"
"0301","a1","lese","personer","2015","136","norsk_prover"
"0402","a1","lese","personer","2015","4","norsk_prover"
"0403","a1","lese","personer","2015","4","norsk_prover"
"0412","a1","lese","personer","2015","1","norsk_prover"
"0415","a1","lese","personer","2015","6","norsk_prover"
"0417","a1","lese","personer","2015","10","norsk_prover"
"0425","a1","lese","personer","2015","2","norsk_prover"
"0427","a1","lese","personer","2015","10","norsk_prover"
"0428","a1","lese","personer","2015",":","norsk_prover"
"0430","a1","lese","personer","2015",":","norsk_prover"
"0432","a1","lese","personer","2015",":","norsk_prover"
"0434","a1","lese","personer","2015",":","norsk_prover"
"0437","a1","lese","personer","2015","3","norsk_prover"
"0501","a1","lese","personer","2015","4","norsk_prover"
"0502","a1","lese","personer","2015","12","norsk_prover"
"0513","a1","lese","personer","2015",":","norsk_prover"
"0514","a1","lese","personer","2015",":","norsk_prover"
"0515","a1","lese","personer","2015",":","norsk_prover"
"0516","a1","lese","personer","2015",":","norsk_prover"
"0517","a1","lese","personer","2015","8","norsk_prover"
"0520","a1","lese","personer","2015","","norsk_prover"
"0521","a1","lese","personer","2015",":","norsk_prover"
"0528","a1","lese","personer","2015","2","norsk_prover"
"0529","a1","lese","personer","2015","4","norsk_prover"
"0533","a1","lese","personer","2015","5","norsk_prover"
"0536","a1","lese","personer","2015",":","norsk_prover"
"0538","a1","lese","personer","2015","4","norsk_prover"
"0540","a1","lese","personer","2015",":","norsk_prover"
"0542","a1","lese","personer","2015","1","norsk_prover"
"0543","a1","lese","personer","2015",":","norsk_prover"
"0545","a1","lese","personer","2015",":","norsk_prover"
"0602","a1","lese","personer","2015","18","norsk_prover"
"0604","a1","lese","personer","2015","3","norsk_prover"
"0605","a1","lese","personer","2015","4","norsk_prover"
"0617","a1","lese","personer","2015","4","norsk_prover"
"0619","a1","lese","personer","2015",":","norsk_prover"
"0623","a1","lese","personer","2015","2","norsk_prover"
"0624","a1","lese","personer","2015","19","norsk_prover"
"0625","a1","lese","personer","2015","2","norsk_prover"
"0626","a1","lese","personer","2015","3","norsk_prover"
"0628","a1","lese","personer","2015","2","norsk_prover"
"0633","a1","lese","personer","2015","6","norsk_prover"
"0701","a1","lese","personer","2015","7","norsk_prover"
"0704","a1","lese","personer","2015","7","norsk_prover"
"0706","a1","lese","personer","2015","3","norsk_prover"
"0709","a1","lese","personer","2015","8","norsk_prover"
"0713","a1","lese","personer","2015",":","norsk_prover"
"0805","a1","lese","personer","2015","13","norsk_prover"
"0806","a1","lese","personer","2015","14","norsk_prover"
"0807","a1","lese","personer","2015","6","norsk_prover"
"0814","a1","lese","personer","2015","11","norsk_prover"
"0815","a1","lese","personer","2015",":","norsk_prover"
"0817","a1","lese","personer","2015",":","norsk_prover"
"0819","a1","lese","personer","2015","3","norsk_prover"
"0821","a1","lese","personer","2015",":","norsk_prover"
"0822","a1","lese","personer","2015","2","norsk_prover"
"0826","a1","lese","personer","2015",":","norsk_prover"
"0828","a1","lese","personer","2015","11","norsk_prover"
"0901","a1","lese","personer","2015","12","norsk_prover"
"0904","a1","lese","personer","2015","2","norsk_prover"
"0906","a1","lese","personer","2015","2","norsk_prover"
"0926","a1","lese","personer","2015","5","norsk_prover"
"0928","a1","lese","personer","2015","3","norsk_prover"
"0937","a1","lese","personer","2015",":","norsk_prover"
"0940","a1","lese","personer","2015",":","norsk_prover"
"0941","a1","lese","personer","2015",":","norsk_prover"
"1001","a1","lese","personer","2015","17","norsk_prover"
"1002","a1","lese","personer","2015","3","norsk_prover"
"1003","a1","lese","personer","2015","7","norsk_prover"
"1004","a1","lese","personer","2015","6","norsk_prover"
"1014","a1","lese","personer","2015","1","norsk_prover"
"1017","a1","lese","personer","2015","6","norsk_prover"
"1026","a1","lese","personer","2015",":","norsk_prover"
