"aar","bydel_nr","vreg_2","kjonn","enhet","tabellvariabel","tabell_navn","fylke_nr","naringsregion_nr","kommune_nr"
2014,"NULL","2","1","personer","373","befolkning_verdensregion_2","NULL","NULL","0417"
2014,"NULL","2","alle","personer","738","befolkning_verdensregion_2","NULL","NULL","0417"
2014,"NULL","1","0","personer","56","befolkning_verdensregion_2","NULL","NULL","0418"
2014,"NULL","1","1","personer","71","befolkning_verdensregion_2","NULL","NULL","0418"
2014,"NULL","1","alle","personer","127","befolkning_verdensregion_2","NULL","NULL","0418"
2014,"NULL","2","0","personer","39","befolkning_verdensregion_2","NULL","NULL","0418"
2014,"NULL","2","1","personer","24","befolkning_verdensregion_2","NULL","NULL","0418"
2014,"NULL","2","alle","personer","63","befolkning_verdensregion_2","NULL","NULL","0418"
2014,"NULL","1","0","personer","127","befolkning_verdensregion_2","NULL","NULL","0419"
2014,"NULL","1","1","personer","134","befolkning_verdensregion_2","NULL","NULL","0419"
2014,"NULL","1","alle","personer","261","befolkning_verdensregion_2","NULL","NULL","0419"
2014,"NULL","2","0","personer","96","befolkning_verdensregion_2","NULL","NULL","0419"
2014,"NULL","2","1","personer","60","befolkning_verdensregion_2","NULL","NULL","0419"
2014,"NULL","2","alle","personer","156","befolkning_verdensregion_2","NULL","NULL","0419"
2014,"NULL","1","0","personer","119","befolkning_verdensregion_2","NULL","NULL","0420"
2014,"NULL","1","1","personer","111","befolkning_verdensregion_2","NULL","NULL","0420"
2014,"NULL","1","alle","personer","230","befolkning_verdensregion_2","NULL","NULL","0420"
2014,"NULL","2","0","personer","104","befolkning_verdensregion_2","NULL","NULL","0420"
2014,"NULL","2","1","personer","52","befolkning_verdensregion_2","NULL","NULL","0420"
2014,"NULL","2","alle","personer","156","befolkning_verdensregion_2","NULL","NULL","0420"
2014,"NULL","1","0","personer","84","befolkning_verdensregion_2","NULL","NULL","0423"
2014,"NULL","1","1","personer","88","befolkning_verdensregion_2","NULL","NULL","0423"
2014,"NULL","1","alle","personer","172","befolkning_verdensregion_2","NULL","NULL","0423"
2014,"NULL","2","0","personer","69","befolkning_verdensregion_2","NULL","NULL","0423"
2014,"NULL","2","1","personer","68","befolkning_verdensregion_2","NULL","NULL","0423"
2014,"NULL","2","alle","personer","137","befolkning_verdensregion_2","NULL","NULL","0423"
2014,"NULL","1","0","personer","95","befolkning_verdensregion_2","NULL","NULL","0425"
2014,"NULL","1","1","personer","123","befolkning_verdensregion_2","NULL","NULL","0425"
2014,"NULL","1","alle","personer","218","befolkning_verdensregion_2","NULL","NULL","0425"
2014,"NULL","2","0","personer","129","befolkning_verdensregion_2","NULL","NULL","0425"
2014,"NULL","2","1","personer","103","befolkning_verdensregion_2","NULL","NULL","0425"
2014,"NULL","2","alle","personer","232","befolkning_verdensregion_2","NULL","NULL","0425"
2014,"NULL","1","0","personer","72","befolkning_verdensregion_2","NULL","NULL","0426"
2014,"NULL","1","1","personer","86","befolkning_verdensregion_2","NULL","NULL","0426"
2014,"NULL","1","alle","personer","158","befolkning_verdensregion_2","NULL","NULL","0426"
2014,"NULL","2","0","personer","35","befolkning_verdensregion_2","NULL","NULL","0426"
2014,"NULL","2","1","personer","15","befolkning_verdensregion_2","NULL","NULL","0426"
2014,"NULL","2","alle","personer","50","befolkning_verdensregion_2","NULL","NULL","0426"
2014,"NULL","1","0","personer","318","befolkning_verdensregion_2","NULL","NULL","0427"
2014,"NULL","1","1","personer","350","befolkning_verdensregion_2","NULL","NULL","0427"
2014,"NULL","1","alle","personer","668","befolkning_verdensregion_2","NULL","NULL","0427"
2014,"NULL","2","0","personer","511","befolkning_verdensregion_2","NULL","NULL","0427"
2014,"NULL","2","1","personer","423","befolkning_verdensregion_2","NULL","NULL","0427"
2014,"NULL","2","alle","personer","934","befolkning_verdensregion_2","NULL","NULL","0427"
2014,"NULL","1","0","personer","183","befolkning_verdensregion_2","NULL","NULL","0428"
2014,"NULL","1","1","personer","203","befolkning_verdensregion_2","NULL","NULL","0428"
2014,"NULL","1","alle","personer","386","befolkning_verdensregion_2","NULL","NULL","0428"
2014,"NULL","2","0","personer","80","befolkning_verdensregion_2","NULL","NULL","0428"
2014,"NULL","2","1","personer","78","befolkning_verdensregion_2","NULL","NULL","0428"
2014,"NULL","2","alle","personer","158","befolkning_verdensregion_2","NULL","NULL","0428"
2014,"NULL","1","0","personer","107","befolkning_verdensregion_2","NULL","NULL","0429"
2014,"NULL","1","1","personer","108","befolkning_verdensregion_2","NULL","NULL","0429"
2014,"NULL","1","alle","personer","215","befolkning_verdensregion_2","NULL","NULL","0429"
2014,"NULL","2","0","personer","39","befolkning_verdensregion_2","NULL","NULL","0429"
2014,"NULL","2","1","personer","32","befolkning_verdensregion_2","NULL","NULL","0429"
2014,"NULL","2","alle","personer","71","befolkning_verdensregion_2","NULL","NULL","0429"
2014,"NULL","1","0","personer","66","befolkning_verdensregion_2","NULL","NULL","0430"
2014,"NULL","1","1","personer","64","befolkning_verdensregion_2","NULL","NULL","0430"
2014,"NULL","1","alle","personer","130","befolkning_verdensregion_2","NULL","NULL","0430"
2014,"NULL","2","0","personer","65","befolkning_verdensregion_2","NULL","NULL","0430"
2014,"NULL","2","1","personer","164","befolkning_verdensregion_2","NULL","NULL","0430"
2014,"NULL","2","alle","personer","229","befolkning_verdensregion_2","NULL","NULL","0430"
2014,"NULL","1","0","personer","26","befolkning_verdensregion_2","NULL","NULL","0432"
2014,"NULL","1","1","personer","28","befolkning_verdensregion_2","NULL","NULL","0432"
2014,"NULL","1","alle","personer","54","befolkning_verdensregion_2","NULL","NULL","0432"
2014,"NULL","2","0","personer","19","befolkning_verdensregion_2","NULL","NULL","0432"
2014,"NULL","2","1","personer","6","befolkning_verdensregion_2","NULL","NULL","0432"
2014,"NULL","2","alle","personer","25","befolkning_verdensregion_2","NULL","NULL","0432"
2014,"NULL","1","0","personer","36","befolkning_verdensregion_2","NULL","NULL","0434"
2014,"NULL","1","1","personer","19","befolkning_verdensregion_2","NULL","NULL","0434"
2014,"NULL","1","alle","personer","55","befolkning_verdensregion_2","NULL","NULL","0434"
2014,"NULL","2","0","personer","34","befolkning_verdensregion_2","NULL","NULL","0434"
2014,"NULL","2","1","personer","19","befolkning_verdensregion_2","NULL","NULL","0434"
2014,"NULL","2","alle","personer","53","befolkning_verdensregion_2","NULL","NULL","0434"
2014,"NULL","1","0","personer","40","befolkning_verdensregion_2","NULL","NULL","0436"
2014,"NULL","1","1","personer","52","befolkning_verdensregion_2","NULL","NULL","0436"
2014,"NULL","1","alle","personer","92","befolkning_verdensregion_2","NULL","NULL","0436"
2014,"NULL","2","0","personer","39","befolkning_verdensregion_2","NULL","NULL","0436"
2014,"NULL","2","1","personer","36","befolkning_verdensregion_2","NULL","NULL","0436"
2014,"NULL","2","alle","personer","75","befolkning_verdensregion_2","NULL","NULL","0436"
2014,"NULL","1","0","personer","129","befolkning_verdensregion_2","NULL","NULL","0437"
2014,"NULL","1","1","personer","169","befolkning_verdensregion_2","NULL","NULL","0437"
2014,"NULL","1","alle","personer","298","befolkning_verdensregion_2","NULL","NULL","0437"
2014,"NULL","2","0","personer","97","befolkning_verdensregion_2","NULL","NULL","0437"
2014,"NULL","2","1","personer","91","befolkning_verdensregion_2","NULL","NULL","0437"
2014,"NULL","2","alle","personer","188","befolkning_verdensregion_2","NULL","NULL","0437"
2014,"NULL","1","0","personer","31","befolkning_verdensregion_2","NULL","NULL","0438"
2014,"NULL","1","1","personer","31","befolkning_verdensregion_2","NULL","NULL","0438"
2014,"NULL","1","alle","personer","62","befolkning_verdensregion_2","NULL","NULL","0438"
2014,"NULL","2","0","personer","37","befolkning_verdensregion_2","NULL","NULL","0438"
2014,"NULL","2","1","personer","27","befolkning_verdensregion_2","NULL","NULL","0438"
2014,"NULL","2","alle","personer","64","befolkning_verdensregion_2","NULL","NULL","0438"
2014,"NULL","1","0","personer","25","befolkning_verdensregion_2","NULL","NULL","0439"
2014,"NULL","1","1","personer","18","befolkning_verdensregion_2","NULL","NULL","0439"
2014,"NULL","1","alle","personer","43","befolkning_verdensregion_2","NULL","NULL","0439"
2014,"NULL","2","0","personer","18","befolkning_verdensregion_2","NULL","NULL","0439"
2014,"NULL","2","1","personer","11","befolkning_verdensregion_2","NULL","NULL","0439"
2014,"NULL","2","alle","personer","29","befolkning_verdensregion_2","NULL","NULL","0439"
2014,"NULL","1","0","personer","49","befolkning_verdensregion_2","NULL","NULL","0441"
2014,"NULL","1","1","personer","61","befolkning_verdensregion_2","NULL","NULL","0441"
2014,"NULL","1","alle","personer","110","befolkning_verdensregion_2","NULL","NULL","0441"
2014,"NULL","2","0","personer","26","befolkning_verdensregion_2","NULL","NULL","0441"
2014,"NULL","2","1","personer","26","befolkning_verdensregion_2","NULL","NULL","0441"
2014,"NULL","2","alle","personer","52","befolkning_verdensregion_2","NULL","NULL","0441"
2014,"NULL","1","0","personer","531","befolkning_verdensregion_2","NULL","NULL","0501"
2014,"NULL","1","1","personer","565","befolkning_verdensregion_2","NULL","NULL","0501"
2014,"NULL","1","alle","personer","1096","befolkning_verdensregion_2","NULL","NULL","0501"
2014,"NULL","2","0","personer","722","befolkning_verdensregion_2","NULL","NULL","0501"
2014,"NULL","2","1","personer","638","befolkning_verdensregion_2","NULL","NULL","0501"
2014,"NULL","2","alle","personer","1360","befolkning_verdensregion_2","NULL","NULL","0501"
2014,"NULL","1","0","personer","520","befolkning_verdensregion_2","NULL","NULL","0502"
2014,"NULL","1","1","personer","638","befolkning_verdensregion_2","NULL","NULL","0502"
2014,"NULL","1","alle","personer","1158","befolkning_verdensregion_2","NULL","NULL","0502"
2014,"NULL","2","0","personer","924","befolkning_verdensregion_2","NULL","NULL","0502"
2014,"NULL","2","1","personer","881","befolkning_verdensregion_2","NULL","NULL","0502"
2014,"NULL","2","alle","personer","1805","befolkning_verdensregion_2","NULL","NULL","0502"
2014,"NULL","1","0","personer","61","befolkning_verdensregion_2","NULL","NULL","0511"
2014,"NULL","1","1","personer","64","befolkning_verdensregion_2","NULL","NULL","0511"
2014,"NULL","1","alle","personer","125","befolkning_verdensregion_2","NULL","NULL","0511"
2014,"NULL","2","0","personer","49","befolkning_verdensregion_2","NULL","NULL","0511"
2014,"NULL","2","1","personer","37","befolkning_verdensregion_2","NULL","NULL","0511"
2014,"NULL","2","alle","personer","86","befolkning_verdensregion_2","NULL","NULL","0511"
2014,"NULL","1","0","personer","49","befolkning_verdensregion_2","NULL","NULL","0512"
2014,"NULL","1","1","personer","59","befolkning_verdensregion_2","NULL","NULL","0512"
2014,"NULL","1","alle","personer","108","befolkning_verdensregion_2","NULL","NULL","0512"
2014,"NULL","2","0","personer","12","befolkning_verdensregion_2","NULL","NULL","0512"
2014,"NULL","2","1","personer","5","befolkning_verdensregion_2","NULL","NULL","0512"
2014,"NULL","2","alle","personer","17","befolkning_verdensregion_2","NULL","NULL","0512"
2014,"NULL","1","0","personer","22","befolkning_verdensregion_2","NULL","NULL","0513"
2014,"NULL","1","1","personer","60","befolkning_verdensregion_2","NULL","NULL","0513"
2014,"NULL","1","alle","personer","82","befolkning_verdensregion_2","NULL","NULL","0513"
2014,"NULL","2","0","personer","29","befolkning_verdensregion_2","NULL","NULL","0513"
2014,"NULL","2","1","personer","25","befolkning_verdensregion_2","NULL","NULL","0513"
2014,"NULL","2","alle","personer","54","befolkning_verdensregion_2","NULL","NULL","0513"
2014,"NULL","1","0","personer","21","befolkning_verdensregion_2","NULL","NULL","0514"
2014,"NULL","1","1","personer","32","befolkning_verdensregion_2","NULL","NULL","0514"
2014,"NULL","1","alle","personer","53","befolkning_verdensregion_2","NULL","NULL","0514"
2014,"NULL","2","0","personer","27","befolkning_verdensregion_2","NULL","NULL","0514"
2014,"NULL","2","1","personer","23","befolkning_verdensregion_2","NULL","NULL","0514"
2014,"NULL","2","alle","personer","50","befolkning_verdensregion_2","NULL","NULL","0514"
2014,"NULL","1","0","personer","26","befolkning_verdensregion_2","NULL","NULL","0515"
2014,"NULL","1","1","personer","35","befolkning_verdensregion_2","NULL","NULL","0515"
2014,"NULL","1","alle","personer","61","befolkning_verdensregion_2","NULL","NULL","0515"
2014,"NULL","2","0","personer","61","befolkning_verdensregion_2","NULL","NULL","0515"
2014,"NULL","2","1","personer","27","befolkning_verdensregion_2","NULL","NULL","0515"
2014,"NULL","2","alle","personer","88","befolkning_verdensregion_2","NULL","NULL","0515"
2014,"NULL","1","0","personer","74","befolkning_verdensregion_2","NULL","NULL","0516"
2014,"NULL","1","1","personer","101","befolkning_verdensregion_2","NULL","NULL","0516"
2014,"NULL","1","alle","personer","175","befolkning_verdensregion_2","NULL","NULL","0516"
2014,"NULL","2","0","personer","77","befolkning_verdensregion_2","NULL","NULL","0516"
2014,"NULL","2","1","personer","56","befolkning_verdensregion_2","NULL","NULL","0516"
2014,"NULL","2","alle","personer","133","befolkning_verdensregion_2","NULL","NULL","0516"
2014,"NULL","1","0","personer","54","befolkning_verdensregion_2","NULL","NULL","0517"
2014,"NULL","1","1","personer","69","befolkning_verdensregion_2","NULL","NULL","0517"
2014,"NULL","1","alle","personer","123","befolkning_verdensregion_2","NULL","NULL","0517"
2014,"NULL","2","0","personer","93","befolkning_verdensregion_2","NULL","NULL","0517"
2014,"NULL","2","1","personer","112","befolkning_verdensregion_2","NULL","NULL","0517"
2014,"NULL","2","alle","personer","205","befolkning_verdensregion_2","NULL","NULL","0517"
2014,"NULL","1","0","personer","61","befolkning_verdensregion_2","NULL","NULL","0519"
2014,"NULL","1","1","personer","100","befolkning_verdensregion_2","NULL","NULL","0519"
2014,"NULL","1","alle","personer","161","befolkning_verdensregion_2","NULL","NULL","0519"
2014,"NULL","2","0","personer","28","befolkning_verdensregion_2","NULL","NULL","0519"
2014,"NULL","2","1","personer","17","befolkning_verdensregion_2","NULL","NULL","0519"
2014,"NULL","2","alle","personer","45","befolkning_verdensregion_2","NULL","NULL","0519"
2014,"NULL","1","0","personer","109","befolkning_verdensregion_2","NULL","NULL","0520"
2014,"NULL","1","1","personer","155","befolkning_verdensregion_2","NULL","NULL","0520"
2014,"NULL","1","alle","personer","264","befolkning_verdensregion_2","NULL","NULL","0520"
2014,"NULL","2","0","personer","55","befolkning_verdensregion_2","NULL","NULL","0520"
2014,"NULL","2","1","personer","67","befolkning_verdensregion_2","NULL","NULL","0520"
2014,"NULL","2","alle","personer","122","befolkning_verdensregion_2","NULL","NULL","0520"
2014,"NULL","1","0","personer","117","befolkning_verdensregion_2","NULL","NULL","0521"
2014,"NULL","1","1","personer","194","befolkning_verdensregion_2","NULL","NULL","0521"
2014,"NULL","1","alle","personer","311","befolkning_verdensregion_2","NULL","NULL","0521"
2014,"NULL","2","0","personer","108","befolkning_verdensregion_2","NULL","NULL","0521"
2014,"NULL","2","1","personer","103","befolkning_verdensregion_2","NULL","NULL","0521"
2014,"NULL","2","alle","personer","211","befolkning_verdensregion_2","NULL","NULL","0521"
2014,"NULL","1","0","personer","86","befolkning_verdensregion_2","NULL","NULL","0522"
2014,"NULL","1","1","personer","132","befolkning_verdensregion_2","NULL","NULL","0522"
2014,"NULL","1","alle","personer","218","befolkning_verdensregion_2","NULL","NULL","0522"
2014,"NULL","2","0","personer","64","befolkning_verdensregion_2","NULL","NULL","0522"
2014,"NULL","2","1","personer","43","befolkning_verdensregion_2","NULL","NULL","0522"
2014,"NULL","2","alle","personer","107","befolkning_verdensregion_2","NULL","NULL","0522"
2014,"NULL","1","0","personer","260","befolkning_verdensregion_2","NULL","NULL","0528"
2014,"NULL","1","1","personer","359","befolkning_verdensregion_2","NULL","NULL","0528"
2014,"NULL","1","alle","personer","619","befolkning_verdensregion_2","NULL","NULL","0528"
2014,"NULL","2","0","personer","230","befolkning_verdensregion_2","NULL","NULL","0528"
