"aar","bydel_nr","botid_3","vreg_3","enhet","tabellvariabel","tabell_navn","fylke_nr","naringsregion_nr","kommune_nr"
"2013","NULL","0-4","1","personer","34","sysselsatte_botid_land","NULL","NULL","0430"
"2013","NULL","0-4","1","prosent","56.7","sysselsatte_botid_land","NULL","NULL","0430"
"2013","NULL","0-4","2","personer","22","sysselsatte_botid_land","NULL","NULL","0430"
"2013","NULL","0-4","2","prosent","13.5","sysselsatte_botid_land","NULL","NULL","0430"
"2013","NULL","0-4","alle","personer","56","sysselsatte_botid_land","NULL","NULL","0430"
"2013","NULL","0-4","alle","prosent","25.1","sysselsatte_botid_land","NULL","NULL","0430"
"2013","NULL","5+","1","personer","29","sysselsatte_botid_land","NULL","NULL","0430"
"2013","NULL","5+","1","prosent","76.3","sysselsatte_botid_land","NULL","NULL","0430"
"2013","NULL","5+","2","personer","18","sysselsatte_botid_land","NULL","NULL","0430"
"2013","NULL","5+","2","prosent","64.3","sysselsatte_botid_land","NULL","NULL","0430"
"2013","NULL","5+","alle","personer","47","sysselsatte_botid_land","NULL","NULL","0430"
"2013","NULL","5+","alle","prosent","71.2","sysselsatte_botid_land","NULL","NULL","0430"
"2013","NULL","alle","1","personer","28","sysselsatte_botid_land","NULL","NULL","0432"
"2013","NULL","alle","1","prosent","58.3","sysselsatte_botid_land","NULL","NULL","0432"
"2013","NULL","alle","2","personer","7","sysselsatte_botid_land","NULL","NULL","0432"
"2013","NULL","alle","2","prosent","38.9","sysselsatte_botid_land","NULL","NULL","0432"
"2013","NULL","alle","alle","personer","35","sysselsatte_botid_land","NULL","NULL","0432"
"2013","NULL","alle","alle","prosent","53","sysselsatte_botid_land","NULL","NULL","0432"
"2013","NULL","0-4","1","personer",":","sysselsatte_botid_land","NULL","NULL","0432"
"2013","NULL","0-4","1","prosent",":","sysselsatte_botid_land","NULL","NULL","0432"
"2013","NULL","0-4","2","personer",":","sysselsatte_botid_land","NULL","NULL","0432"
"2013","NULL","0-4","2","prosent",":","sysselsatte_botid_land","NULL","NULL","0432"
"2013","NULL","0-4","alle","personer","18","sysselsatte_botid_land","NULL","NULL","0432"
"2013","NULL","0-4","alle","prosent","50","sysselsatte_botid_land","NULL","NULL","0432"
"2013","NULL","5+","1","personer","12","sysselsatte_botid_land","NULL","NULL","0432"
"2013","NULL","5+","1","prosent","54.5","sysselsatte_botid_land","NULL","NULL","0432"
"2013","NULL","5+","2","personer","5","sysselsatte_botid_land","NULL","NULL","0432"
"2013","NULL","5+","2","prosent","62.5","sysselsatte_botid_land","NULL","NULL","0432"
"2013","NULL","5+","alle","personer","17","sysselsatte_botid_land","NULL","NULL","0432"
"2013","NULL","5+","alle","prosent","56.7","sysselsatte_botid_land","NULL","NULL","0432"
"2013","NULL","alle","1","personer","31","sysselsatte_botid_land","NULL","NULL","0434"
"2013","NULL","alle","1","prosent","75.6","sysselsatte_botid_land","NULL","NULL","0434"
"2013","NULL","alle","2","personer","4","sysselsatte_botid_land","NULL","NULL","0434"
"2013","NULL","alle","2","prosent","12.1","sysselsatte_botid_land","NULL","NULL","0434"
"2013","NULL","alle","alle","personer","35","sysselsatte_botid_land","NULL","NULL","0434"
"2013","NULL","alle","alle","prosent","47.3","sysselsatte_botid_land","NULL","NULL","0434"
"2013","NULL","0-4","1","personer",":","sysselsatte_botid_land","NULL","NULL","0434"
"2013","NULL","0-4","1","prosent",":","sysselsatte_botid_land","NULL","NULL","0434"
"2013","NULL","0-4","2","personer",":","sysselsatte_botid_land","NULL","NULL","0434"
"2013","NULL","0-4","2","prosent",":","sysselsatte_botid_land","NULL","NULL","0434"
"2013","NULL","0-4","alle","personer","9","sysselsatte_botid_land","NULL","NULL","0434"
"2013","NULL","0-4","alle","prosent","23.1","sysselsatte_botid_land","NULL","NULL","0434"
"2013","NULL","5+","1","personer",":","sysselsatte_botid_land","NULL","NULL","0434"
"2013","NULL","5+","1","prosent",":","sysselsatte_botid_land","NULL","NULL","0434"
"2013","NULL","5+","2","personer",":","sysselsatte_botid_land","NULL","NULL","0434"
"2013","NULL","5+","2","prosent",":","sysselsatte_botid_land","NULL","NULL","0434"
"2013","NULL","5+","alle","personer","26","sysselsatte_botid_land","NULL","NULL","0434"
"2013","NULL","5+","alle","prosent","74.3","sysselsatte_botid_land","NULL","NULL","0434"
"2013","NULL","alle","1","personer","50","sysselsatte_botid_land","NULL","NULL","0436"
"2013","NULL","alle","1","prosent","78.1","sysselsatte_botid_land","NULL","NULL","0436"
"2013","NULL","alle","2","personer","17","sysselsatte_botid_land","NULL","NULL","0436"
"2013","NULL","alle","2","prosent","36.2","sysselsatte_botid_land","NULL","NULL","0436"
"2013","NULL","alle","alle","personer","67","sysselsatte_botid_land","NULL","NULL","0436"
"2013","NULL","alle","alle","prosent","60.4","sysselsatte_botid_land","NULL","NULL","0436"
"2013","NULL","0-4","1","personer","31","sysselsatte_botid_land","NULL","NULL","0436"
"2013","NULL","0-4","1","prosent","75.6","sysselsatte_botid_land","NULL","NULL","0436"
"2013","NULL","0-4","2","personer","4","sysselsatte_botid_land","NULL","NULL","0436"
"2013","NULL","0-4","2","prosent","21.1","sysselsatte_botid_land","NULL","NULL","0436"
"2013","NULL","0-4","alle","personer","35","sysselsatte_botid_land","NULL","NULL","0436"
"2013","NULL","0-4","alle","prosent","58.3","sysselsatte_botid_land","NULL","NULL","0436"
"2013","NULL","5+","1","personer","19","sysselsatte_botid_land","NULL","NULL","0436"
"2013","NULL","5+","1","prosent","82.6","sysselsatte_botid_land","NULL","NULL","0436"
"2013","NULL","5+","2","personer","13","sysselsatte_botid_land","NULL","NULL","0436"
"2013","NULL","5+","2","prosent","46.4","sysselsatte_botid_land","NULL","NULL","0436"
"2013","NULL","5+","alle","personer","32","sysselsatte_botid_land","NULL","NULL","0436"
"2013","NULL","5+","alle","prosent","62.7","sysselsatte_botid_land","NULL","NULL","0436"
"2013","NULL","alle","1","personer","195","sysselsatte_botid_land","NULL","NULL","0437"
"2013","NULL","alle","1","prosent","81.9","sysselsatte_botid_land","NULL","NULL","0437"
"2013","NULL","alle","2","personer","73","sysselsatte_botid_land","NULL","NULL","0437"
"2013","NULL","alle","2","prosent","56.2","sysselsatte_botid_land","NULL","NULL","0437"
"2013","NULL","alle","alle","personer","268","sysselsatte_botid_land","NULL","NULL","0437"
"2013","NULL","alle","alle","prosent","72.8","sysselsatte_botid_land","NULL","NULL","0437"
"2013","NULL","0-4","1","personer","118","sysselsatte_botid_land","NULL","NULL","0437"
"2013","NULL","0-4","1","prosent","77.6","sysselsatte_botid_land","NULL","NULL","0437"
"2013","NULL","0-4","2","personer","16","sysselsatte_botid_land","NULL","NULL","0437"
"2013","NULL","0-4","2","prosent","30.2","sysselsatte_botid_land","NULL","NULL","0437"
"2013","NULL","0-4","alle","personer","134","sysselsatte_botid_land","NULL","NULL","0437"
"2013","NULL","0-4","alle","prosent","65.4","sysselsatte_botid_land","NULL","NULL","0437"
"2013","NULL","5+","1","personer","77","sysselsatte_botid_land","NULL","NULL","0437"
"2013","NULL","5+","1","prosent","89.5","sysselsatte_botid_land","NULL","NULL","0437"
"2013","NULL","5+","2","personer","57","sysselsatte_botid_land","NULL","NULL","0437"
"2013","NULL","5+","2","prosent","74","sysselsatte_botid_land","NULL","NULL","0437"
"2013","NULL","5+","alle","personer","134","sysselsatte_botid_land","NULL","NULL","0437"
"2013","NULL","5+","alle","prosent","82.2","sysselsatte_botid_land","NULL","NULL","0437"
"2013","NULL","alle","1","personer","41","sysselsatte_botid_land","NULL","NULL","0438"
"2013","NULL","alle","1","prosent","85.4","sysselsatte_botid_land","NULL","NULL","0438"
"2013","NULL","alle","2","personer","24","sysselsatte_botid_land","NULL","NULL","0438"
"2013","NULL","alle","2","prosent","49","sysselsatte_botid_land","NULL","NULL","0438"
"2013","NULL","alle","alle","personer","65","sysselsatte_botid_land","NULL","NULL","0438"
"2013","NULL","alle","alle","prosent","67","sysselsatte_botid_land","NULL","NULL","0438"
"2013","NULL","0-4","1","personer","12","sysselsatte_botid_land","NULL","NULL","0438"
"2013","NULL","0-4","1","prosent","75","sysselsatte_botid_land","NULL","NULL","0438"
"2013","NULL","0-4","2","personer","6","sysselsatte_botid_land","NULL","NULL","0438"
"2013","NULL","0-4","2","prosent","22.2","sysselsatte_botid_land","NULL","NULL","0438"
"2013","NULL","0-4","alle","personer","18","sysselsatte_botid_land","NULL","NULL","0438"
"2013","NULL","0-4","alle","prosent","41.9","sysselsatte_botid_land","NULL","NULL","0438"
"2013","NULL","5+","1","personer","29","sysselsatte_botid_land","NULL","NULL","0438"
"2013","NULL","5+","1","prosent","90.6","sysselsatte_botid_land","NULL","NULL","0438"
"2013","NULL","5+","2","personer","18","sysselsatte_botid_land","NULL","NULL","0438"
"2013","NULL","5+","2","prosent","81.8","sysselsatte_botid_land","NULL","NULL","0438"
"2013","NULL","5+","alle","personer","47","sysselsatte_botid_land","NULL","NULL","0438"
"2013","NULL","5+","alle","prosent","87","sysselsatte_botid_land","NULL","NULL","0438"
"2013","NULL","alle","1","personer","28","sysselsatte_botid_land","NULL","NULL","0439"
"2013","NULL","alle","1","prosent","90.3","sysselsatte_botid_land","NULL","NULL","0439"
"2013","NULL","alle","2","personer","11","sysselsatte_botid_land","NULL","NULL","0439"
"2013","NULL","alle","2","prosent","61.1","sysselsatte_botid_land","NULL","NULL","0439"
"2013","NULL","alle","alle","personer","39","sysselsatte_botid_land","NULL","NULL","0439"
"2013","NULL","alle","alle","prosent","79.6","sysselsatte_botid_land","NULL","NULL","0439"
"2013","NULL","0-4","1","personer",":","sysselsatte_botid_land","NULL","NULL","0439"
"2013","NULL","0-4","1","prosent",":","sysselsatte_botid_land","NULL","NULL","0439"
"2013","NULL","0-4","2","personer",":","sysselsatte_botid_land","NULL","NULL","0439"
"2013","NULL","0-4","2","prosent",":","sysselsatte_botid_land","NULL","NULL","0439"
"2013","NULL","0-4","alle","personer","16","sysselsatte_botid_land","NULL","NULL","0439"
"2013","NULL","0-4","alle","prosent","69.6","sysselsatte_botid_land","NULL","NULL","0439"
"2013","NULL","5+","1","personer","14","sysselsatte_botid_land","NULL","NULL","0439"
"2013","NULL","5+","1","prosent","87.5","sysselsatte_botid_land","NULL","NULL","0439"
"2013","NULL","5+","2","personer","9","sysselsatte_botid_land","NULL","NULL","0439"
"2013","NULL","5+","2","prosent","90","sysselsatte_botid_land","NULL","NULL","0439"
"2013","NULL","5+","alle","personer","23","sysselsatte_botid_land","NULL","NULL","0439"
"2013","NULL","5+","alle","prosent","88.5","sysselsatte_botid_land","NULL","NULL","0439"
"2013","NULL","alle","1","personer","68","sysselsatte_botid_land","NULL","NULL","0441"
"2013","NULL","alle","1","prosent","75.6","sysselsatte_botid_land","NULL","NULL","0441"
"2013","NULL","alle","2","personer","20","sysselsatte_botid_land","NULL","NULL","0441"
"2013","NULL","alle","2","prosent","62.5","sysselsatte_botid_land","NULL","NULL","0441"
"2013","NULL","alle","alle","personer","88","sysselsatte_botid_land","NULL","NULL","0441"
"2013","NULL","alle","alle","prosent","72.1","sysselsatte_botid_land","NULL","NULL","0441"
"2013","NULL","0-4","1","personer","28","sysselsatte_botid_land","NULL","NULL","0441"
"2013","NULL","0-4","1","prosent","73.7","sysselsatte_botid_land","NULL","NULL","0441"
"2013","NULL","0-4","2","personer","7","sysselsatte_botid_land","NULL","NULL","0441"
"2013","NULL","0-4","2","prosent","46.7","sysselsatte_botid_land","NULL","NULL","0441"
"2013","NULL","0-4","alle","personer","35","sysselsatte_botid_land","NULL","NULL","0441"
"2013","NULL","0-4","alle","prosent","66","sysselsatte_botid_land","NULL","NULL","0441"
"2013","NULL","5+","1","personer","40","sysselsatte_botid_land","NULL","NULL","0441"
"2013","NULL","5+","1","prosent","76.9","sysselsatte_botid_land","NULL","NULL","0441"
"2013","NULL","5+","2","personer","13","sysselsatte_botid_land","NULL","NULL","0441"
"2013","NULL","5+","2","prosent","76.5","sysselsatte_botid_land","NULL","NULL","0441"
"2013","NULL","5+","alle","personer","53","sysselsatte_botid_land","NULL","NULL","0441"
"2013","NULL","5+","alle","prosent","76.8","sysselsatte_botid_land","NULL","NULL","0441"
"2013","NULL","alle","1","personer","667","sysselsatte_botid_land","NULL","NULL","0501"
"2013","NULL","alle","1","prosent","78.2","sysselsatte_botid_land","NULL","NULL","0501"
"2013","NULL","alle","2","personer","619","sysselsatte_botid_land","NULL","NULL","0501"
"2013","NULL","alle","2","prosent","59.4","sysselsatte_botid_land","NULL","NULL","0501"
"2013","NULL","alle","alle","personer","1286","sysselsatte_botid_land","NULL","NULL","0501"
"2013","NULL","alle","alle","prosent","67.9","sysselsatte_botid_land","NULL","NULL","0501"
"2013","NULL","0-4","1","personer","257","sysselsatte_botid_land","NULL","NULL","0501"
"2013","NULL","0-4","1","prosent","76","sysselsatte_botid_land","NULL","NULL","0501"
"2013","NULL","0-4","2","personer","115","sysselsatte_botid_land","NULL","NULL","0501"
"2013","NULL","0-4","2","prosent","40.6","sysselsatte_botid_land","NULL","NULL","0501"
"2013","NULL","0-4","alle","personer","372","sysselsatte_botid_land","NULL","NULL","0501"
"2013","NULL","0-4","alle","prosent","59.9","sysselsatte_botid_land","NULL","NULL","0501"
"2013","NULL","5+","1","personer","410","sysselsatte_botid_land","NULL","NULL","0501"
"2013","NULL","5+","1","prosent","79.6","sysselsatte_botid_land","NULL","NULL","0501"
"2013","NULL","5+","2","personer","504","sysselsatte_botid_land","NULL","NULL","0501"
"2013","NULL","5+","2","prosent","66.4","sysselsatte_botid_land","NULL","NULL","0501"
"2013","NULL","5+","alle","personer","914","sysselsatte_botid_land","NULL","NULL","0501"
"2013","NULL","5+","alle","prosent","71.7","sysselsatte_botid_land","NULL","NULL","0501"
"2013","NULL","alle","1","personer","743","sysselsatte_botid_land","NULL","NULL","0502"
"2013","NULL","alle","1","prosent","77.6","sysselsatte_botid_land","NULL","NULL","0502"
"2013","NULL","alle","2","personer","770","sysselsatte_botid_land","NULL","NULL","0502"
"2013","NULL","alle","2","prosent","53.4","sysselsatte_botid_land","NULL","NULL","0502"
"2013","NULL","alle","alle","personer","1513","sysselsatte_botid_land","NULL","NULL","0502"
"2013","NULL","alle","alle","prosent","63.1","sysselsatte_botid_land","NULL","NULL","0502"
"2013","NULL","0-4","1","personer","358","sysselsatte_botid_land","NULL","NULL","0502"
"2013","NULL","0-4","1","prosent","74","sysselsatte_botid_land","NULL","NULL","0502"
"2013","NULL","0-4","2","personer","140","sysselsatte_botid_land","NULL","NULL","0502"
"2013","NULL","0-4","2","prosent","35.9","sysselsatte_botid_land","NULL","NULL","0502"
"2013","NULL","0-4","alle","personer","498","sysselsatte_botid_land","NULL","NULL","0502"
"2013","NULL","0-4","alle","prosent","57","sysselsatte_botid_land","NULL","NULL","0502"
"2013","NULL","5+","1","personer","385","sysselsatte_botid_land","NULL","NULL","0502"
"2013","NULL","5+","1","prosent","81.2","sysselsatte_botid_land","NULL","NULL","0502"
"2013","NULL","5+","2","personer","630","sysselsatte_botid_land","NULL","NULL","0502"
"2013","NULL","5+","2","prosent","59.9","sysselsatte_botid_land","NULL","NULL","0502"
"2013","NULL","5+","alle","personer","1015","sysselsatte_botid_land","NULL","NULL","0502"
"2013","NULL","5+","alle","prosent","66.6","sysselsatte_botid_land","NULL","NULL","0502"
"2013","NULL","alle","1","personer","75","sysselsatte_botid_land","NULL","NULL","0511"
"2013","NULL","alle","1","prosent","77.3","sysselsatte_botid_land","NULL","NULL","0511"
"2013","NULL","alle","2","personer","25","sysselsatte_botid_land","NULL","NULL","0511"
"2013","NULL","alle","2","prosent","41","sysselsatte_botid_land","NULL","NULL","0511"
"2013","NULL","alle","alle","personer","100","sysselsatte_botid_land","NULL","NULL","0511"
"2013","NULL","alle","alle","prosent","63.3","sysselsatte_botid_land","NULL","NULL","0511"
"2013","NULL","0-4","1","personer","43","sysselsatte_botid_land","NULL","NULL","0511"
"2013","NULL","0-4","1","prosent","76.8","sysselsatte_botid_land","NULL","NULL","0511"
"2013","NULL","0-4","2","personer","9","sysselsatte_botid_land","NULL","NULL","0511"
"2013","NULL","0-4","2","prosent","23.1","sysselsatte_botid_land","NULL","NULL","0511"
"2013","NULL","0-4","alle","personer","52","sysselsatte_botid_land","NULL","NULL","0511"
"2013","NULL","0-4","alle","prosent","54.7","sysselsatte_botid_land","NULL","NULL","0511"
"2013","NULL","5+","1","personer","32","sysselsatte_botid_land","NULL","NULL","0511"
"2013","NULL","5+","1","prosent","78","sysselsatte_botid_land","NULL","NULL","0511"
"2013","NULL","5+","2","personer","16","sysselsatte_botid_land","NULL","NULL","0511"
"2013","NULL","5+","2","prosent","72.7","sysselsatte_botid_land","NULL","NULL","0511"
"2013","NULL","5+","alle","personer","48","sysselsatte_botid_land","NULL","NULL","0511"
"2013","NULL","5+","alle","prosent","76.2","sysselsatte_botid_land","NULL","NULL","0511"
"2013","NULL","alle","1","personer","72","sysselsatte_botid_land","NULL","NULL","0512"
"2013","NULL","alle","1","prosent","81.8","sysselsatte_botid_land","NULL","NULL","0512"
"2013","NULL","alle","2","personer","6","sysselsatte_botid_land","NULL","NULL","0512"
"2013","NULL","alle","2","prosent","40","sysselsatte_botid_land","NULL","NULL","0512"
"2013","NULL","alle","alle","personer","78","sysselsatte_botid_land","NULL","NULL","0512"
"2013","NULL","alle","alle","prosent","75.7","sysselsatte_botid_land","NULL","NULL","0512"
"2013","NULL","0-4","1","personer","37","sysselsatte_botid_land","NULL","NULL","0512"
